"relative_path","bytes","sha256"
"evidence/audit/source_artifact_validation.csv","28396","2fae5fb6249e440f197cd5350ef254b5b2f160a0cfd3a925fb1f1f973317abe9"
"evidence/audit/supplementary_render/contact_01_05.png","487438","d00e139b795265621f1d120757331ae1aad9f6805838d302ba1e86c46ecd2211"
"evidence/audit/supplementary_render/contact_06_10.png","313573","fff9ab425dc5606e1b76858e05aaaa3529a203c2779fb8cbf8fb40fec045ca3c"
"evidence/audit/supplementary_render/contact_11_15.png","244956","008e13473173076c2c269b137e1d4fead08783b7977b9015deb35bbf1e5a86f0"
"evidence/audit/supplementary_render/page-01.png","132604","5991a72212ef8fc1d606e09499380eaf9837d1a1ee54ddb48a43055a3c813261"
"evidence/audit/supplementary_render/page-02.png","90118","efd0ced7ce073f169ac1b227a6046b52e7016ee6e755ef03d79da227d7706537"
"evidence/audit/supplementary_render/page-03.png","92884","4bc121a7e1f6345c6cf3dd964b9639b86359d2bddb1bad7405d8a489df4c9b03"
"evidence/audit/supplementary_render/page-04.png","80813","10382809665a144a9bf9715b9d2a70695c6e518e622266148056a43f1dd8a1d2"
"evidence/audit/supplementary_render/page-05.png","90963","d361ee58abb6b53e84e12e92f8f25257f5ebfdb8db53add3a591916de11c28cc"
"evidence/audit/supplementary_render/page-06.png","86309","3784844c5d2c9ea0656f16061e2b4c4582bf2bb2ae4bc9f786ebed8f50c4b374"
"evidence/audit/supplementary_render/page-07.png","86533","e35c9952d6910f4737c152f5c364aa63417238c672fcfa5ead183c228ff32412"
"evidence/audit/supplementary_render/page-08.png","82751","64a01c9d7504cad4d7602f76889b091b306f41d0b358e003824433f6127349bb"
"evidence/audit/supplementary_render/page-09.png","79309","f71f662eb20fd13623864804a0edaf0eaa93b90a9fb57f7798be6766f15b0ea9"
"evidence/audit/supplementary_render/page-10.png","6274","b75574abbc2d37242f6e6f767dd8a76723da742921f4cd9012d0c53f3f1602b4"
"evidence/audit/supplementary_render/page-11.png","30147","ff97fdd4376e8c3c8cf9ceac08b3db208cc04489e71cb4f3222dfda9d4f1d186"
"evidence/audit/supplementary_render/page-12.png","41714","8502cd7c4a64a536fb8e4a9a0dec865bfb6f0495f0d043293f9c6a4652f74b9c"
"evidence/audit/supplementary_render/page-13.png","70355","9ed77ee1a69d07a2afb8accd21a94ac2cc72fee7143c5bb5653bc6b9e7fc1abe"
"evidence/audit/supplementary_render/page-14.png","40607","193ae82eb4bde2491a351c125a9d0f9ba24e4108c4cf21afe87e7518c1951975"
"evidence/audit/supplementary_render/page-15.png","53728","5275cdba7e7728f69c4995eb181c4afa99d7eb5fa83cd380030a37f7831fd67a"
"evidence/audit/table_figure_consistency_check.csv","2029","d7d95ddcee947845168f4bf311a0930fa0240b70c2db39e20144875750f60daf"
"evidence/audit/test_results.txt","570","da60a4e19d1ce0f7361a97565e092dfb8d8d04508e29eec00249930b17101149"
"evidence/figures/auxiliary_loss_sensitivity.pdf","14675","079c34a8192d65c19a143d059ee365d09f994fd53c4367ecbbbba94b19772365"
"evidence/figures/auxiliary_loss_sensitivity.png","85289","1651ea6c846ee2b20e8d53a1e2ea15cac6e1a8156c356a21d8b0bf665e5729f0"
"evidence/figures/revised_architecture_ablation.pdf","29719","a669f5c7dac67178e2074c5a0d0144f1999a46cb0e49bc0b262ff4bbd2121fc5"
"evidence/figures/revised_architecture_ablation.png","168787","8d6b18b43fb666d59ec6c87b7eca3585bd8307e8e26d6e8472c5ef09a4bda95b"
"evidence/figures/revised_architecture_ablation.svg","17064","71ba851aa1d719827d764000056e807d62fb2dc3fa341e92164551b8a5e5b38e"
"evidence/figures/revised_faultwise_gain.pdf","30077","19b36fd12db5021f34ae504da963ad9324eb257a1a5d5ce99034984fcb8b3aeb"
"evidence/figures/revised_faultwise_gain.png","477454","640092c37e1b3395145eee9e491d33c791550a496e2d22933a127d58fb88dc58"
"evidence/figures/revised_faultwise_gain.svg","13963","957d461403b268158916b692712b4efd978e0a25069c3ac125ceef298b039734"
"evidence/figures/revised_horizon12_gain.pdf","17622","f3cff5595233fd8c2d8b1c5699646016468bbbd06c25ac79683f3480f17ce6c5"
"evidence/figures/revised_horizon12_gain.png","134400","be1b05653fd167127f1ad5d2b45a442ec32a6c047f102e40930b5cd3adff9ce7"
"evidence/figures/revised_imputation_comparison.pdf","15892","d2409bd89c2e9c0cc264ac5ed45ba21d31df6fffc527e53dcea8fa8d2a2ca387"
"evidence/figures/revised_imputation_comparison.png","91868","865df131c455478ba09fbd3828b197ba665c72b8b2d6eb4582c3443428a7d2ce"
"evidence/figures/revised_overall_mae.pdf","26364","97fdfed203c3316d94b303bb87a42395fe480757497da0c7afd73c6781ebcd18"
"evidence/figures/revised_overall_mae.png","117750","0b9b8de7da9f03895ff635f5736e1e855e9e6ce46f77db2b58c44580330105a6"
"evidence/figures/revised_overall_mae.svg","10453","91213cd33df0ab68eb454737b2c0ea5eafdfa3afb401f2cb94f6eebbc7bd62bb"
"evidence/per_seed/metr_la/seed_42/config.json","943","e7c6d3199f35d72a73086a37bc9e9977522cdac8aaf4fdbb96f5d640743b1507"
"evidence/per_seed/metr_la/seed_42/evaluation_by_fault.csv","1224","c212602d3c39e82dda5e5b4d4f1af9559b4e4ce48ee122cb63b364a2a9142090"
"evidence/per_seed/metr_la/seed_42/evaluation_summary.json","199","451c42a4980ef228fcf82b0bb716b79d2106faab587573d5aae86a5d80ed63dd"
"evidence/per_seed/metr_la/seed_42/validation_metrics.csv","7276","6c932b57fd16ab41a4fb35a36d600a4606649d2fe1f30594fc0207eebf31f36f"
"evidence/per_seed/metr_la/seed_43/config.json","943","b61d6709dfb3f04fa8201bd164ca6c59b1807fc31b98dea614974a1d369e48e2"
"evidence/per_seed/metr_la/seed_43/evaluation_by_fault.csv","1227","2fb9f73fd4421c9e048e9d3be1228f20ec60fab91dfb954142d1d07d189d2520"
"evidence/per_seed/metr_la/seed_43/evaluation_summary.json","198","a2502bd9a3711e969cfa77fbd278f2e63a0fb89095e1a40236f717dad64d516a"
"evidence/per_seed/metr_la/seed_43/validation_metrics.csv","5303","4488c0f29c7338214622fb0d47c5f58a24127defcc522e935d90f0ad15e217a7"
"evidence/per_seed/metr_la/seed_44/config.json","943","42687ad83fe230da4f70a5a5ae6ef48cce163e84cee8fdcbe4631c162853c029"
"evidence/per_seed/metr_la/seed_44/evaluation_by_fault.csv","1231","727720e02f6f84afb054934b702ce40ba7b37ff10b19df60d1b017624f325040"
"evidence/per_seed/metr_la/seed_44/evaluation_summary.json","199","c63a46fd9b575b62f10cf4037b8221041b44d87d0f44a5e133962f73efb1ac1d"
"evidence/per_seed/metr_la/seed_44/validation_metrics.csv","7553","e6f2cf61db1505889b7e553023c2c8830faccde9cc5388cd7bb0fe678993ce03"
"evidence/per_seed/metr_la/seed_45/config.json","943","cf3ffd68328a427961ec9cffef11ceb9152705c221ae49474e3623d5f5bb7c86"
"evidence/per_seed/metr_la/seed_45/evaluation_by_fault.csv","1223","b302f8e0669724ee92f80ee458323d787aca91fa7580c0c2e5baf5ff5f282776"
"evidence/per_seed/metr_la/seed_45/evaluation_summary.json","199","eb72540a4b8dd4e6c631f1b75a9ac17c959a7247f55716323979bb091e6ee963"
"evidence/per_seed/metr_la/seed_45/validation_metrics.csv","5043","6637f3b6d7277c9b96b6f9a59f343aeb8e021d3c0f2f0b0ba842cc524c26c9c4"
"evidence/per_seed/metr_la/seed_46/config.json","943","03543751d9d93bec590a0bc4432b3532f190794b6ab43abea55f151cb4da3171"
"evidence/per_seed/metr_la/seed_46/evaluation_by_fault.csv","1221","6890f555a64f6547d9325a8b8f7d094fd1f6a782620635f44d798f014f6c6b15"
"evidence/per_seed/metr_la/seed_46/evaluation_summary.json","199","ecf8b54bd76b82835414199ff702b03749343c85552f9a9a0f7e59a23eac3730"
"evidence/per_seed/metr_la/seed_46/validation_metrics.csv","5677","1301cabcca9f568ecaae2bfcdef75c8acab57781911d9c78cae256640dfb0b0d"
"evidence/per_seed/metr_la/seed_47/config.json","943","19304417d1068fdf0836d2ade4ee5c7ade6e54d3024a0cdfaf05da68513b44fa"
"evidence/per_seed/metr_la/seed_47/evaluation_by_fault.csv","1231","cfa101db6ab16f6e0587072ff2bee4efc37ce5f138d46a3d9c7a9fc55f806307"
"evidence/per_seed/metr_la/seed_47/evaluation_summary.json","199","e7bfa0ea9b1bbdbd75e25f798e4e9249fdcbec8dd135fa34b1afb787e75999d2"
"evidence/per_seed/metr_la/seed_47/validation_metrics.csv","4818","e6e704922590bdd14f578e7de6fce928ca1935ebc4f6dd95a8ca2c97dffd6e23"
"evidence/per_seed/metr_la/seed_48/config.json","943","5c83502e20b1bc99c054463b3e55d5a927321aad5e82d254d18977325f4ce2b5"
"evidence/per_seed/metr_la/seed_48/evaluation_by_fault.csv","1231","51fae8903b7b80e642deea90732ef911dffa52a25fbf4442ebb5f72235942860"
"evidence/per_seed/metr_la/seed_48/evaluation_summary.json","200","028d2cb99bb079acaebc4b0f90314775da4229c285ef441a0de291f2f61a7945"
"evidence/per_seed/metr_la/seed_48/validation_metrics.csv","4697","053aef4e26dc1f6d4e414f418ce5f98368d5db51613402fefd5f9672cbec7cd5"
"evidence/per_seed/metr_la/seed_49/config.json","943","e7abddaf54455cfc701a5ab3119f8a53b06e6a7a4c0a04d43ec0c70d09102e23"
"evidence/per_seed/metr_la/seed_49/evaluation_by_fault.csv","1233","eec7d778f37f6ea45f9d850e583299b942fdad14d503bf72f1850611f8b745f4"
"evidence/per_seed/metr_la/seed_49/evaluation_summary.json","199","c62cae804cba225cfcfcf175c9a7291a969e71b5dced56d63b00000000ba4944"
"evidence/per_seed/metr_la/seed_49/validation_metrics.csv","6879","db5f40a0be28e9e61d171b7d219f8a5a624528cf73f49c54111700cb5f1c58aa"
"evidence/per_seed/metr_la/seed_50/config.json","943","1b7874800f55ae96539429fb6d9f3354d367e78b70232250da9736f0cc9e8003"
"evidence/per_seed/metr_la/seed_50/evaluation_by_fault.csv","1227","545c62bd2d17b10bc599e59f4d4b9d3830df7a1a9a08ac862c3c955eb3410cdc"
"evidence/per_seed/metr_la/seed_50/evaluation_summary.json","199","348d2ad415639ee3638c674e57e10be121166402cd50dfe76c12c5c850cdc37d"
"evidence/per_seed/metr_la/seed_50/validation_metrics.csv","7547","ec15aaf1a6ca43013e8f7da77690bb9239c447776a8eaf03e2b8dcb80eca63e9"
"evidence/per_seed/metr_la/seed_51/config.json","943","07fddd46b9f4d1de5a21372af76c46246f9e431e53d1d59ccf922b31b7857f3e"
"evidence/per_seed/metr_la/seed_51/evaluation_by_fault.csv","1221","45f39e9fe6671e2ae50d2a7933377b0e81f236a00ad30ce2a87828be4b1fe8be"
"evidence/per_seed/metr_la/seed_51/evaluation_summary.json","199","09c29ba24dcf8174301068ef164823c4f930f8a75c1fdbbd92678d89238ce068"
"evidence/per_seed/metr_la/seed_51/validation_metrics.csv","7510","64fc243acf95702efffe632b1ec908b15e149691b37147dc2298c12f6c0f2f31"
"evidence/per_seed/pems_bay/seed_42/config.json","944","3db25e536d7928377f1950d53465fe10e4e357fa1d457952a1489fd941c978c1"
"evidence/per_seed/pems_bay/seed_42/evaluation_by_fault.csv","1248","55dd4d52dfd0bea5d41f5bb282d835d89472021b36a0cfbb94e0ff30252d1677"
"evidence/per_seed/pems_bay/seed_42/evaluation_summary.json","202","96fe066873e95ba21e7b4445463d94aae5eb951ff5de54c429f5d86bba260924"
"evidence/per_seed/pems_bay/seed_42/validation_metrics.csv","3939","6dd4ed9790909a9fab1feb357f3b4dc867a20edb7dbdf34bd833d8d0fc5db7ba"
"evidence/per_seed/pems_bay/seed_43/config.json","944","6217bd9c509b530286dd9cb9e96499ae801dc3fb18bbbeb792d275d98b8066e0"
"evidence/per_seed/pems_bay/seed_43/evaluation_by_fault.csv","1238","61cd66098b48408922a8df9742f3b118642c6a281cd0e35d2dd553e2052bd941"
"evidence/per_seed/pems_bay/seed_43/evaluation_summary.json","201","c3609c49dc893b52343a8170efb8c89fb90ec5ac420257b1869e92b4eafa2090"
"evidence/per_seed/pems_bay/seed_43/validation_metrics.csv","6064","35cfbcc5a591e1f39f9345becc310ffa3cc23b151c9b71424a8097cb59b344b6"
"evidence/per_seed/pems_bay/seed_44/config.json","944","29ef6b26ccabacd83ca5878c9d62ce1d268dc3f75cfa3af06b509e6bcb27523c"
"evidence/per_seed/pems_bay/seed_44/evaluation_by_fault.csv","1243","33a60084429865a0683b7f0ba89637b009d0833f84fe867e310d725dce37f06e"
"evidence/per_seed/pems_bay/seed_44/evaluation_summary.json","201","b0b20f97564a093c01703811e9c352ff0694c142ca982c3881f5b33b278f411f"
"evidence/per_seed/pems_bay/seed_44/validation_metrics.csv","3705","44055d2a6983da6d3538dea720b0ec16459b9b442081235efcb8c443f701df80"
"evidence/per_seed/pems_bay/seed_45/config.json","944","3c33d4e7979fa9441b2a85b77a76966a063534e77e61949ff7a1477d6241ea4d"
"evidence/per_seed/pems_bay/seed_45/evaluation_by_fault.csv","1246","8ad3126388f2b0978f541ae6dad9e7f2ef61a842431493e57cfbd0ab304d736e"
"evidence/per_seed/pems_bay/seed_45/evaluation_summary.json","202","e0f73ed2d41863ee8a3451259776ff8f49c7440190d1e11b26d141eca2021b9d"
"evidence/per_seed/pems_bay/seed_45/validation_metrics.csv","6200","cb1cc472833232f86badc34a25411589594a5feb033812ce65e1fef02ef06d78"
"evidence/per_seed/pems_bay/seed_46/config.json","944","14f8df4ac6ed6f0bf07865e6fb8eb6b22d62739e682722af2a082f19162d48da"
"evidence/per_seed/pems_bay/seed_46/evaluation_by_fault.csv","1253","a35a08de8c38eeef04f651acb92128262d1d419c70afc8eea3ab6815b7688597"
"evidence/per_seed/pems_bay/seed_46/evaluation_summary.json","201","a0c69b0a11c7b88a94f9a1215c0a8298ea5929e12cfaf4725d7f09b6bdefa2e4"
"evidence/per_seed/pems_bay/seed_46/validation_metrics.csv","5684","5bf0645a2353f7a161242aa34818def03be77ec4ee3b054cb5e3a6717947c686"
"evidence/per_seed/pems_bay/seed_47/config.json","944","60f006e540a2b40163daff50ba25538d285755407255e201ce482322556f7a2f"
"evidence/per_seed/pems_bay/seed_47/evaluation_by_fault.csv","1242","ce28dd8563a9f8560bf4bde184260938655f832a8258c4ba224a34780793103e"
"evidence/per_seed/pems_bay/seed_47/evaluation_summary.json","202","6763e4ca792f56052467ebfe49233850ae4be7f0ca3a9c174788f1f5a8fb31c7"
"evidence/per_seed/pems_bay/seed_47/validation_metrics.csv","3308","69c7b4e7040aca46a82428ba6db00029243e96abefafbe8311b316c67be4d3f6"
"evidence/per_seed/pems_bay/seed_48/config.json","944","f12bda4db7a4752dc07c6d40b2c6d61af48cbf1f5b44663d337739bb8275c72c"
"evidence/per_seed/pems_bay/seed_48/evaluation_by_fault.csv","1247","f0ea9ef70ce167b8fed6cf7150f985323f2d86cb421a064701f61e72310f9285"
"evidence/per_seed/pems_bay/seed_48/evaluation_summary.json","201","937d23e1587049e14509c30364e82a8a7e9c0505a6f03e43bf2bc4e29868c45e"
"evidence/per_seed/pems_bay/seed_48/validation_metrics.csv","5427","5204ad1c04ec43f08f1353f10de8217211c8f0f8774568e644babcc17a79312f"
"evidence/per_seed/pems_bay/seed_49/config.json","944","91524468b0fe6036eaa3310caf6b113f00245b7d3b38b51e58bd6d02a781264f"
"evidence/per_seed/pems_bay/seed_49/evaluation_by_fault.csv","1242","7877cc9a8a0d044abc5c6b4314372dc265527318e89a493bd3b2b1cd74c83aff"
"evidence/per_seed/pems_bay/seed_49/evaluation_summary.json","202","d9ae8e799d11c965926d269212893a0c3738645ec43ffa98c5d0e81221354527"
"evidence/per_seed/pems_bay/seed_49/validation_metrics.csv","5307","76a90dc4c508f9ef73d5dc8d651c4aebe1440393c6bed2b00b37da294a8ee205"
"evidence/per_seed/pems_bay/seed_50/config.json","944","af664db6c38b175211a1c2e9b554b47c0e4d314f5f2ddce92e038490265fc6a8"
"evidence/per_seed/pems_bay/seed_50/evaluation_by_fault.csv","1227","30321857cc719f5a1e2ef89194a90c6aedce171530c7414acaec78579180119a"
"evidence/per_seed/pems_bay/seed_50/evaluation_summary.json","202","e6603c89d28638a9534e446ad249a54a4910cdd2d1675d0c770adb9f1c0afab7"
"evidence/per_seed/pems_bay/seed_50/validation_metrics.csv","4786","281928b7cf36a61d533a73ed36fe3b9dd002c8e8710ae027ac149b277b8ab770"
"evidence/per_seed/pems_bay/seed_51/config.json","944","edb817c5adba6911e5dd5f4422846199b2c336fe8c9d908267ffcb7c45bafd79"
"evidence/per_seed/pems_bay/seed_51/evaluation_by_fault.csv","1244","5da6175a9fe64ebafa190affa119503b68d2197fc66ed954e9d1dd45343e2e08"
"evidence/per_seed/pems_bay/seed_51/evaluation_summary.json","202","04529d4279e3a2d36d6a9f368fe254b06b1854f6de4edf84f9c8ad370d757ad1"
"evidence/per_seed/pems_bay/seed_51/validation_metrics.csv","7435","510628c2698ec2c254261d20fb917ca2526f9b935d3b27e1aefc3d1fb7c155b3"
"evidence/summary/FINAL_RUN_MANIFEST.csv","31532","f98a85b750f47332e5ff6ea1a5da5ceb99ed6cd0998a9a47d820c4c2c7675f79"
"evidence/summary/FINAL_RUN_MANIFEST.json","54335","e0bc91239158c1954f4999629bd5cfbcda8cfd9133bb290b1a148543b8e8f955"
"evidence/summary/PAUSE_STATE.json","899","a548dc85b0731530e9997144531a1e154d5785165dd2de432f5bc6420384e624"
"evidence/tables/auxiliary_loss_ablation.csv","2208","3aa129b586bbc1cf561f9507d01249259643cd4f822831887ed3b00d5e44881f"
"evidence/tables/auxiliary_loss_validation_sensitivity.csv","4516","3efb19ad4551ffb2aaef9333c85d50bc82066c6e78b19f9220830c7892bfd5ca"
"evidence/tables/revised_architecture_ablation.csv","2538","23bd40732db38019a2e99dbaf6871907668954f9b614e35d3ab7faf9456aa894"
"evidence/tables/revised_architecture_ablation_faultwise.csv","14134","e1474751fb6134a816e35074ae3382f8f114f38f13fc4815a2d04b3e1a32044f"
"evidence/tables/revised_faultwise_results.csv","5041","fa45dd60566c69e1825d2dc6c0bdb094c36013313e2063ef0cfd3340c33b840b"
"evidence/tables/revised_horizon_results.csv","11020","b3317e87e3a68b8363e3046c9479c4ba448dae43888d476a6484ddcc0df44a51"
"evidence/tables/revised_imputation_comparison.csv","2162","d9867371ebf30468037b74b3bdfe540a1ce32c107b7b8857c071f363c9c61424"
"evidence/tables/revised_latency_results.csv","4352","6825401bae2a1ad62e03869ba7a97010adca1f1d22ad9920261c3c4bfb40c87d"
"evidence/tables/revised_main_results.csv","1453","8b4f582ae83ddd6c67285d3233d542affdc9e47036e8834bd41e7c5d4b55ba8a"
"README.md","1699","71fa353c52c5d7a02b35eae021a1c711f7bd5fe795459b7f5acce4f4860a2877"
"RELEASE_NOTES.md","199","77a6d1c550ad64bc6f6d8d09452fb3045bff4b1ea45afb9c6049bb1fd2b01d50"
